ID,Exchange,Commodity,Year,Month,Contract,FutureTicker,OptionTicker,FutureExpiry,OptionExpiry
1997,COMEX,HG,2023,9,U23,,,2023-09-27,2023-08-28
1998,COMEX,HG,2023,10,V23,,,2023-10-27,2023-09-26
1999,COMEX,HG,2023,11,X23,,,2023-11-28,2023-10-26
2000,COMEX,HG,2023,12,Z23,,,2023-12-27,2023-11-27
2001,NYMEX,PL,2013,8,Q13,,,2013-08-28,2013-07-17
2002,NYMEX,PL,2013,9,U13,,,2013-09-26,2013-08-21
2003,NYMEX,PL,2013,10,V13,,,2013-10-29,2013-09-18
2004,NYMEX,PL,2013,11,X13,,,2013-11-26,2013-10-16
2005,NYMEX,PL,2013,12,Z13,,,2013-12-27,2013-11-20
2006,NYMEX,PL,2014,1,F14,,,2014-01-29,2013-12-18
2007,NYMEX,PL,2014,2,G14,,,2014-02-26,2014-01-15
2008,NYMEX,PL,2014,3,H14,,,2014-03-27,2014-02-19
2009,NYMEX,PL,2014,4,J14,,,2014-04-28,2014-03-19
2010,NYMEX,PL,2014,5,K14,,,2014-05-28,2014-04-16
2011,NYMEX,PL,2014,6,M14,,,2014-06-26,2014-05-21
2012,NYMEX,PL,2014,7,N14,,,2014-07-29,2014-06-18
2013,NYMEX,PL,2014,8,Q14,,,2014-08-27,2014-07-16
2014,NYMEX,PL,2014,9,U14,,,2014-09-26,2014-08-20
2015,NYMEX,PL,2014,10,V14,,,2014-10-29,2014-09-17
2016,NYMEX,PL,2014,11,X14,,,2014-11-25,2014-10-15
2017,NYMEX,PL,2014,12,Z14,,,2014-12-29,2014-11-19
2018,NYMEX,PL,2015,1,F15,,,2015-01-28,2014-12-17
2019,NYMEX,PL,2015,2,G15,,,2015-02-25,2015-01-21
2020,NYMEX,PL,2015,3,H15,,,2015-03-27,2015-02-18
2021,NYMEX,PL,2015,4,J15,,,2015-04-28,2015-03-18
2022,NYMEX,PL,2015,5,K15,,,2015-05-27,2015-04-15
2023,NYMEX,PL,2015,6,M15,,,2015-06-26,2015-05-20
2024,NYMEX,PL,2015,7,N15,,,2015-07-29,2015-06-17
2025,NYMEX,PL,2015,8,Q15,,,2015-08-27,2015-07-15
2026,NYMEX,PL,2015,9,U15,,,2015-09-28,2015-08-19
2027,NYMEX,PL,2015,10,V15,,,2015-10-28,2015-09-16
2028,NYMEX,PL,2015,11,X15,,,2015-11-25,2015-10-21
2029,NYMEX,PL,2015,12,Z15,,,2015-12-29,2015-11-18
2030,NYMEX,PL,2016,1,F16,,,2016-01-27,2015-12-16
2031,NYMEX,PL,2016,2,G16,,,2016-02-25,2016-01-20
2032,NYMEX,PL,2016,3,H16,,,2016-03-29,2016-02-17
2033,NYMEX,PL,2016,4,J16,,,2016-04-27,2016-03-16
2034,NYMEX,PL,2016,5,K16,,,2016-05-26,2016-04-20
2035,NYMEX,PL,2016,6,M16,,,2016-06-28,2016-05-18
2036,NYMEX,PL,2016,7,N16,,,2016-07-27,2016-06-15
2037,NYMEX,PL,2016,8,Q16,,,2016-08-29,2016-07-20
2038,NYMEX,PL,2016,9,U16,,,2016-09-28,2016-08-17
2039,NYMEX,PL,2016,10,V16,,,2016-10-27,2016-09-21
2040,NYMEX,PL,2016,11,X16,,,2016-11-28,2016-10-19
2041,NYMEX,PL,2016,12,Z16,,,2016-12-28,2016-11-16
2042,NYMEX,PL,2017,1,F17,,,2017-01-27,2016-12-21
2043,NYMEX,PL,2017,2,G17,,,2017-02-24,2017-01-18
2044,NYMEX,PL,2017,3,H17,,,2017-03-29,2017-02-15
2045,NYMEX,PL,2017,4,J17,,,2017-04-26,2017-03-15
2046,NYMEX,PL,2017,5,K17,,,2017-05-26,2017-04-19
2047,NYMEX,PL,2017,6,M17,,,2017-06-28,2017-05-17
2048,NYMEX,PL,2017,7,N17,,,2017-07-27,2017-06-21
2049,NYMEX,PL,2017,8,Q17,,,2017-08-29,2017-07-19
2050,NYMEX,PL,2017,9,U17,,,2017-09-27,2017-08-16
2051,NYMEX,PL,2017,10,V17,,,2017-10-27,2017-09-20
2052,NYMEX,PL,2017,11,X17,,,2017-11-28,2017-10-18
2053,NYMEX,PL,2017,12,Z17,,,2017-12-27,2017-11-15
2054,NYMEX,PL,2018,1,F18,,,2018-01-29,2017-12-20
2055,NYMEX,PL,2018,2,G18,,,2018-02-26,2018-01-17
2056,NYMEX,PL,2018,3,H18,,,2018-03-28,2018-02-21
2057,NYMEX,PL,2018,4,J18,,,2018-04-26,2018-03-21
2058,NYMEX,PL,2018,5,K18,,,2018-05-29,2018-04-18
2059,NYMEX,PL,2018,6,M18,,,2018-06-27,2018-05-16
2060,NYMEX,PL,2018,7,N18,,,2018-07-27,2018-06-20
2061,NYMEX,PL,2018,8,Q18,,,2018-08-29,2018-07-18
2062,NYMEX,PL,2018,9,U18,,,2018-09-26,2018-08-15
2063,NYMEX,PL,2018,10,V18,,,2018-10-29,2018-09-19
2064,NYMEX,PL,2018,11,X18,,,2018-11-28,2018-10-17
2065,NYMEX,PL,2018,12,Z18,,,2018-12-27,2018-11-20
2066,NYMEX,PL,2019,1,F19,,,2019-01-29,2018-12-19
2067,NYMEX,PL,2019,2,G19,,,2019-02-26,2019-01-16
2068,NYMEX,PL,2019,3,H19,,,2019-03-27,2019-02-20
2069,NYMEX,PL,2019,4,J19,,,2019-04-26,2019-03-20
2070,NYMEX,PL,2019,5,K19,,,2019-05-29,2019-04-17
2071,NYMEX,PL,2019,6,M19,,,2019-06-26,2019-05-15
2072,NYMEX,PL,2019,7,N19,,,2019-07-29,2019-06-19
2073,NYMEX,PL,2019,8,Q19,,,2019-08-28,2019-07-17
2074,NYMEX,PL,2019,9,U19,,,2019-09-26,2019-08-21
2075,NYMEX,PL,2019,10,V19,,,2019-10-29,2019-09-18
2076,NYMEX,PL,2019,11,X19,,,2019-11-26,2019-10-16
2077,NYMEX,PL,2019,12,Z19,,,2019-12-27,2019-11-20
2078,NYMEX,PL,2020,1,F20,,,2020-01-29,2019-12-18
2079,NYMEX,PL,2020,2,G20,,,2020-02-26,2020-01-15
2080,NYMEX,PL,2020,3,H20,,,2020-03-27,2020-02-19
2081,NYMEX,PL,2020,4,J20,,,2020-04-28,2020-03-18
2082,NYMEX,PL,2020,5,K20,,,2020-05-27,2020-04-15
2083,NYMEX,PL,2020,6,M20,,,2020-06-26,2020-05-20
2084,NYMEX,PL,2020,7,N20,,,2020-07-29,2020-06-17
2085,NYMEX,PL,2020,8,Q20,,,2020-08-27,2020-07-15
2086,NYMEX,PL,2020,9,U20,,,2020-09-28,2020-08-19
2087,NYMEX,PL,2020,10,V20,,,2020-10-28,2020-09-16
2088,NYMEX,PL,2020,11,X20,,,2020-11-25,2020-10-21
2089,NYMEX,PL,2020,12,Z20,,,2020-12-29,2020-11-18
2090,NYMEX,PL,2021,1,F21,,,2021-01-27,2020-12-16
2091,NYMEX,PL,2021,2,G21,,,2021-02-24,2021-01-20
2092,NYMEX,PL,2021,3,H21,,,2021-03-29,2021-02-17
2093,NYMEX,PL,2021,4,J21,,,2021-04-28,2021-03-17
2094,NYMEX,PL,2021,5,K21,,,2021-05-26,2021-04-21
2095,NYMEX,PL,2021,6,M21,,,2021-06-28,2021-05-19
2096,NYMEX,PL,2021,7,N21,,,2021-07-28,2021-06-16
2097,NYMEX,PL,2021,8,Q21,,,2021-08-27,2021-07-21
2098,NYMEX,PL,2021,9,U21,,,2021-09-28,2021-08-18
2099,NYMEX,PL,2021,10,V21,,,2021-10-27,2021-09-15
2100,NYMEX,PL,2021,11,X21,,,2021-11-26,2021-10-20
2101,NYMEX,PL,2021,12,Z21,,,2021-12-29,2021-11-17
2102,NYMEX,PL,2022,1,F22,,,2022-01-27,2021-12-15
2103,NYMEX,PL,2022,2,G22,,,2022-02-24,2022-01-19
2104,NYMEX,PL,2022,3,H22,,,2022-03-29,2022-02-16
2105,NYMEX,PL,2022,4,J22,,,2022-04-27,2022-03-16
2106,NYMEX,PL,2022,5,K22,,,2022-05-26,2022-04-20
2107,NYMEX,PL,2022,6,M22,,,2022-06-28,2022-05-18
2108,NYMEX,PL,2022,7,N22,,,2022-07-27,2022-06-15
2109,NYMEX,PL,2022,8,Q22,,,2022-08-29,2022-07-20
2110,NYMEX,PL,2022,9,U22,,,2022-09-28,2022-08-17
2111,NYMEX,PL,2022,10,V22,,,2022-10-27,2022-09-21
2112,NYMEX,PL,2022,11,X22,,,2022-11-28,2022-10-19
2113,NYMEX,PL,2022,12,Z22,,,2022-12-28,2022-11-16
2114,NYMEX,PL,2023,1,F23,,,2023-01-27,2022-12-21
2115,NYMEX,PL,2023,2,G23,,,2023-02-24,2023-01-18
2116,NYMEX,PL,2023,3,H23,,,2023-03-29,2023-02-15
2117,NYMEX,PL,2023,4,J23,,,2023-04-26,2023-03-15
2118,NYMEX,PL,2023,5,K23,,,2023-05-26,2023-04-19
2119,NYMEX,PL,2023,6,M23,,,2023-06-28,2023-05-17
2120,NYMEX,PL,2023,7,N23,,,2023-07-27,2023-06-21
2121,NYMEX,PL,2023,8,Q23,,,2023-08-29,2023-07-19
2122,NYMEX,PL,2023,9,U23,,,2023-09-27,2023-08-16
2123,NYMEX,PL,2023,10,V23,,,2023-10-27,2023-09-20
2124,NYMEX,PL,2023,11,X23,,,2023-11-28,2023-10-18
2125,NYMEX,PL,2023,12,Z23,,,2023-12-27,2023-11-15
2126,CME,ES,2013,8,Q13,,,2013-08-16,2013-08-16
2127,CME,ES,2013,9,U13,,,2013-09-20,2013-09-20
2128,CME,ES,2013,10,V13,,,2013-10-18,2013-10-18
2129,CME,ES,2013,11,X13,,,2013-11-15,2013-11-15
2130,CME,ES,2013,12,Z13,,,2013-12-20,2013-12-20
2131,CME,ES,2014,1,F14,,,2014-01-17,2014-01-17
2132,CME,ES,2014,2,G14,,,2014-02-21,2014-02-21
2133,CME,ES,2014,3,H14,,,2014-03-21,2014-03-21
2134,CME,ES,2014,4,J14,,,2014-04-18,2014-04-18
2135,CME,ES,2014,5,K14,,,2014-05-16,2014-05-16
2136,CME,ES,2014,6,M14,,,2014-06-20,2014-06-20
2137,CME,ES,2014,7,N14,,,2014-07-18,2014-07-18
2138,CME,ES,2014,8,Q14,,,2014-08-15,2014-08-15
2139,CME,ES,2014,9,U14,,,2014-09-19,2014-09-19
2140,CME,ES,2014,10,V14,,,2014-10-17,2014-10-17
2141,CME,ES,2014,11,X14,,,2014-11-21,2014-11-21
2142,CME,ES,2014,12,Z14,,,2014-12-19,2014-12-19
2143,CME,ES,2015,1,F15,,,2015-01-16,2015-01-16
2144,CME,ES,2015,2,G15,,,2015-02-20,2015-02-20
2145,CME,ES,2015,3,H15,,,2015-03-20,2015-03-20
2146,CME,ES,2015,4,J15,,,2015-04-17,2015-04-17
2147,CME,ES,2015,5,K15,,,2015-05-15,2015-05-15
2148,CME,ES,2015,6,M15,,,2015-06-19,2015-06-19
2149,CME,ES,2015,7,N15,,,2015-07-17,2015-07-17
2150,CME,ES,2015,8,Q15,,,2015-08-21,2015-08-21
2151,CME,ES,2015,9,U15,,,2015-09-18,2015-09-18
2152,CME,ES,2015,10,V15,,,2015-10-16,2015-10-16
2153,CME,ES,2015,11,X15,,,2015-11-20,2015-11-20
2154,CME,ES,2015,12,Z15,,,2015-12-18,2015-12-18
2155,CME,ES,2016,1,F16,,,2016-01-15,2016-01-15
2156,CME,ES,2016,2,G16,,,2016-02-19,2016-02-19
2157,CME,ES,2016,3,H16,,,2016-03-18,2016-03-18
2158,CME,ES,2016,4,J16,,,2016-04-15,2016-04-15
2159,CME,ES,2016,5,K16,,,2016-05-20,2016-05-20
2160,CME,ES,2016,6,M16,,,2016-06-17,2016-06-17
2161,CME,ES,2016,7,N16,,,2016-07-15,2016-07-15
2162,CME,ES,2016,8,Q16,,,2016-08-19,2016-08-19
2163,CME,ES,2016,9,U16,,,2016-09-16,2016-09-16
2164,CME,ES,2016,10,V16,,,2016-10-21,2016-10-21
2165,CME,ES,2016,11,X16,,,2016-11-18,2016-11-18
2166,CME,ES,2016,12,Z16,,,2016-12-16,2016-12-16
2167,CME,ES,2017,1,F17,,,2017-01-20,2017-01-20
2168,CME,ES,2017,2,G17,,,2017-02-17,2017-02-17
2169,CME,ES,2017,3,H17,,,2017-03-17,2017-03-17
2170,CME,ES,2017,4,J17,,,2017-04-21,2017-04-21
2171,CME,ES,2017,5,K17,,,2017-05-19,2017-05-19
2172,CME,ES,2017,6,M17,,,2017-06-16,2017-06-16
2173,CME,ES,2017,7,N17,,,2017-07-21,2017-07-21
2174,CME,ES,2017,8,Q17,,,2017-08-18,2017-08-18
2175,CME,ES,2017,9,U17,,,2017-09-15,2017-09-15
2176,CME,ES,2017,10,V17,,,2017-10-20,2017-10-20
2177,CME,ES,2017,11,X17,,,2017-11-17,2017-11-17
2178,CME,ES,2017,12,Z17,,,2017-12-15,2017-12-15
2179,CME,ES,2018,1,F18,,,2018-01-19,2018-01-19
2180,CME,ES,2018,2,G18,,,2018-02-16,2018-02-16
2181,CME,ES,2018,3,H18,,,2018-03-16,2018-03-16
2182,CME,ES,2018,4,J18,,,2018-04-20,2018-04-20
2183,CME,ES,2018,5,K18,,,2018-05-18,2018-05-18
2184,CME,ES,2018,6,M18,,,2018-06-15,2018-06-15
2185,CME,ES,2018,7,N18,,,2018-07-20,2018-07-20
2186,CME,ES,2018,8,Q18,,,2018-08-17,2018-08-17
2187,CME,ES,2018,9,U18,,,2018-09-21,2018-09-21
2188,CME,ES,2018,10,V18,,,2018-10-19,2018-10-19
2189,CME,ES,2018,11,X18,,,2018-11-16,2018-11-16
2190,CME,ES,2018,12,Z18,,,2018-12-21,2018-12-21
2191,CME,ES,2019,1,F19,,,2019-01-18,2019-01-18
2192,CME,ES,2019,2,G19,,,2019-02-15,2019-02-15
2193,CME,ES,2019,3,H19,,,2019-03-15,2019-03-15
2194,CME,ES,2019,4,J19,,,2019-04-19,2019-04-19
2195,CME,ES,2019,5,K19,,,2019-05-17,2019-05-17
2196,CME,ES,2019,6,M19,,,2019-06-21,2019-06-21
2197,CME,ES,2019,7,N19,,,2019-07-19,2019-07-19
2198,CME,ES,2019,8,Q19,,,2019-08-16,2019-08-16
2199,CME,ES,2019,9,U19,,,2019-09-20,2019-09-20
2200,CME,ES,2019,10,V19,,,2019-10-18,2019-10-18
2201,CME,ES,2019,11,X19,,,2019-11-15,2019-11-15
2202,CME,ES,2019,12,Z19,,,2019-12-20,2019-12-20
2203,CME,ES,2020,1,F20,,,2020-01-17,2020-01-17
2204,CME,ES,2020,2,G20,,,2020-02-21,2020-02-21
2205,CME,ES,2020,3,H20,,,2020-03-20,2020-03-20
2206,CME,ES,2020,4,J20,,,2020-04-17,2020-04-17
2207,CME,ES,2020,5,K20,,,2020-05-15,2020-05-15
2208,CME,ES,2020,6,M20,,,2020-06-19,2020-06-19
2209,CME,ES,2020,7,N20,,,2020-07-17,2020-07-17
2210,CME,ES,2020,8,Q20,,,2020-08-21,2020-08-21
2211,CME,ES,2020,9,U20,,,2020-09-18,2020-09-18
2212,CME,ES,2020,10,V20,,,2020-10-16,2020-10-16
2213,CME,ES,2020,11,X20,,,2020-11-20,2020-11-20
2214,CME,ES,2020,12,Z20,,,2020-12-18,2020-12-18
2215,CME,ES,2021,1,F21,,,2021-01-15,2021-01-15
2216,CME,ES,2021,2,G21,,,2021-02-19,2021-02-19
2217,CME,ES,2021,3,H21,,,2021-03-19,2021-03-19
2218,CME,ES,2021,4,J21,,,2021-04-16,2021-04-16
2219,CME,ES,2021,5,K21,,,2021-05-21,2021-05-21
2220,CME,ES,2021,6,M21,,,2021-06-18,2021-06-18
2221,CME,ES,2021,7,N21,,,2021-07-16,2021-07-16
2222,CME,ES,2021,8,Q21,,,2021-08-20,2021-08-20
2223,CME,ES,2021,9,U21,,,2021-09-17,2021-09-17
2224,CME,ES,2021,10,V21,,,2021-10-15,2021-10-15
2225,CME,ES,2021,11,X21,,,2021-11-19,2021-11-19
2226,CME,ES,2021,12,Z21,,,2021-12-17,2021-12-17
2227,CME,ES,2022,1,F22,,,2022-01-21,2022-01-21
2228,CME,ES,2022,2,G22,,,2022-02-18,2022-02-18
2229,CME,ES,2022,3,H22,,,2022-03-18,2022-03-18
2230,CME,ES,2022,4,J22,,,2022-04-15,2022-04-15
2231,CME,ES,2022,5,K22,,,2022-05-20,2022-05-20
2232,CME,ES,2022,6,M22,,,2022-06-17,2022-06-17
2233,CME,ES,2022,7,N22,,,2022-07-15,2022-07-15
2234,CME,ES,2022,8,Q22,,,2022-08-19,2022-08-19
2235,CME,ES,2022,9,U22,,,2022-09-16,2022-09-16
2236,CME,ES,2022,10,V22,,,2022-10-21,2022-10-21
2237,CME,ES,2022,11,X22,,,2022-11-18,2022-11-18
2238,CME,ES,2022,12,Z22,,,2022-12-16,2022-12-16
2239,CME,ES,2023,1,F23,,,2023-01-20,2023-01-20
2240,CME,ES,2023,2,G23,,,2023-02-17,2023-02-17
2241,CME,ES,2023,3,H23,,,2023-03-17,2023-03-17
2242,CME,ES,2023,4,J23,,,2023-04-21,2023-04-21
2243,CME,ES,2023,5,K23,,,2023-05-19,2023-05-19
2244,CME,ES,2023,6,M23,,,2023-06-16,2023-06-16
2245,CME,ES,2023,7,N23,,,2023-07-21,2023-07-21
2246,CME,ES,2023,8,Q23,,,2023-08-18,2023-08-18
2247,CME,ES,2023,9,U23,,,2023-09-15,2023-09-15
2248,CME,ES,2023,10,V23,,,2023-10-20,2023-10-20
2249,CME,ES,2023,11,X23,,,2023-11-17,2023-11-17
2250,CME,ES,2023,12,Z23,,,2023-12-15,2023-12-15
